Year; Week; 0-5; 5-10; 10-15; 15-20; 20-25; 25-30; 30-35; 35-40; 40-45; 45-50; 50-55; 55-60; 60-65; 65-70; 70-75; 75-80; 80-85; 85-90; 90-95; 95-100; 100+ 
1991;11;  0.00;  0.00;  0.00;  0.00; 12.50;  5.00; 27.50; 10.00; 10.00; 10.00; 22.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;12;  0.00;  0.00;  0.00;  2.50;  7.50; 12.50; 20.00; 12.50; 17.50; 12.50; 12.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;13;  0.00;  0.00;  0.00;  7.50;  2.50;  5.00; 22.50; 17.50; 20.00;  7.50; 15.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;14;  0.00;  0.00;  5.00;  2.50;  2.50;  5.00; 32.50; 20.00;  7.50;  7.50; 15.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;15;  0.00;  0.00;  5.00;  2.50;  7.50; 15.00; 17.50; 17.50; 12.50;  7.50; 10.00;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;16;  0.00;  0.00;  5.00;  5.00;  7.50; 20.00; 12.50; 12.50; 20.00;  5.00; 10.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;17;  0.00;  2.50; 10.00;  0.00; 10.00; 12.50; 10.00; 17.50; 15.00;  7.50; 10.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;18;  0.00;  2.50;  2.50; 10.00;  0.00; 15.00; 10.00; 17.50; 15.00;  7.50; 15.00;  2.50;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;19;  0.00;  2.50;  5.00; 10.00;  5.00;  5.00; 17.50; 12.50; 10.00; 10.00; 12.50;  2.50;  5.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;20;  0.00;  2.50;  0.00;  5.00; 12.50;  7.50; 15.00; 12.50;  7.50;  7.50; 17.50;  2.50;  2.50;  2.50;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;21;  0.00;  0.00;  2.50;  5.00;  7.50;  5.00; 20.00;  7.50; 17.50;  2.50; 12.50;  5.00;  5.00;  5.00;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;22;  0.00;  2.50;  0.00;  7.50;  5.00;  5.00; 20.00; 10.00; 12.50;  7.50; 10.00;  2.50;  5.00;  2.50;  7.50;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;
1991;23;  0.00;  2.50;  7.50;  5.00;  2.50;  7.50; 17.50; 10.00; 10.00; 10.00;  7.50;  7.50;  5.00;  0.00;  5.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;24;  0.00;  2.50;  7.50;  5.00;  5.00;  7.50; 15.00; 10.00; 10.00;  7.50; 12.50;  5.00;  5.00;  0.00;  5.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;
1991;25;  0.00;  5.00;  0.00;  7.50;  7.50; 15.00;  7.50;  7.50; 15.00;  7.50; 12.50;  7.50;  0.00;  2.50;  2.50;  0.00;  0.00;  2.50;  0.00;  0.00;  0.00;
1991;26;  0.00;  2.50;  2.50; 10.00;  5.00; 10.00; 12.50; 12.50; 15.00; 12.50;  5.00;  5.00;  0.00;  2.50;  2.50;  0.00;  0.00;  2.50;  0.00;  0.00;  0.00;
1991;27;  0.00;  7.50;  0.00;  5.00; 10.00; 12.50; 22.50;  2.50; 10.00; 17.50;  2.50;  2.50;  0.00;  5.00;  0.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;
1991;28;  0.00;  0.00; 10.00;  2.50; 17.50; 12.50; 15.00;  5.00; 12.50; 12.50;  5.00;  0.00;  2.50;  0.00;  2.50;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;
1991;29;  0.00;  2.50;  2.50; 12.50; 15.00;  7.50; 20.00;  5.00; 12.50; 10.00;  2.50;  2.50;  2.50;  0.00;  2.50;  0.00;  0.00;  2.50;  0.00;  0.00;  0.00;
1991;30;  0.00;  2.50; 10.00; 10.00;  7.50; 20.00; 12.50; 10.00;  5.00;  7.50;  5.00;  2.50;  2.50;  0.00;  2.50;  0.00;  0.00;  2.50;  0.00;  0.00;  0.00;
1991;31;  0.00;  2.50; 10.00;  7.50;  7.50; 25.00; 10.00; 12.50;  5.00;  2.50;  7.50;  2.50;  2.50;  2.50;  0.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;
1991;32;  0.00;  5.00;  2.50; 10.00; 15.00; 15.00; 15.00; 10.00;  7.50;  2.50; 10.00;  0.00;  0.00;  5.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;33;  0.00;  2.50;  7.50; 10.00; 12.50; 12.50; 15.00; 12.50; 10.00;  5.00;  5.00;  0.00;  2.50;  2.50;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;34;  0.00;  5.00;  5.00;  5.00; 17.50;  7.50; 20.00; 10.00;  7.50; 12.50;  0.00;  2.50;  5.00;  0.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;35;  0.00;  2.50;  5.00; 10.00; 10.00; 12.50; 22.50; 10.00;  2.50; 10.00;  7.50;  0.00;  5.00;  0.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;36;  0.00;  0.00;  7.50; 10.00; 10.00; 20.00; 15.00;  7.50;  7.50;  7.50;  7.50;  5.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;37;  0.00;  0.00;  5.00; 10.00; 20.00; 15.00; 12.50; 15.00;  2.50; 10.00;  5.00;  0.00;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;38;  0.00;  0.00;  5.00; 17.50; 20.00; 10.00; 20.00;  5.00; 10.00;  2.50;  5.00;  0.00;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;39;  0.00;  0.00;  7.50; 17.50; 20.00; 17.50; 15.00;  5.00;  7.50;  2.50;  2.50;  2.50;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;40;  0.00;  0.00;  5.00; 12.50; 22.50; 30.00; 10.00;  7.50;  2.50;  2.50;  5.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;41;  0.00;  0.00;  2.50;  2.50; 15.00; 42.50; 15.00; 10.00;  2.50;  2.50;  2.50;  0.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;42;  0.00;  0.00;  2.50;  2.50;  5.00; 10.00; 35.00; 15.00;  7.50; 12.50;  5.00;  0.00;  0.00;  0.00;  0.00;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;
1991;43;  0.00;  0.00;  0.00;  2.50;  2.50; 15.00; 32.50; 15.00; 12.50;  7.50;  5.00;  2.50;  0.00;  0.00;  0.00;  0.00;  5.00;  0.00;  0.00;  0.00;  0.00;
1991;44;  0.00;  0.00;  0.00;  0.00;  7.50; 15.00; 32.50; 22.50;  5.00; 10.00;  2.50;  0.00;  0.00;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;45;  0.00;  0.00;  0.00;  0.00;  7.50; 15.00; 32.50; 22.50;  7.50; 10.00;  2.50;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;46;  0.00;  0.00;  0.00;  2.50; 12.50; 20.00; 27.50; 15.00;  7.50;  5.00;  7.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;47;  0.00;  0.00;  0.00;  2.50; 15.00; 12.50; 27.50; 20.00; 10.00;  2.50;  7.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;48;  0.00;  0.00;  0.00;  2.50;  5.00; 15.00; 20.00; 17.50; 15.00; 10.00;  7.50;  7.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;49;  0.00;  0.00;  0.00;  2.50;  2.50;  5.00; 17.50; 20.00; 15.00; 12.50; 17.50;  7.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;50;  0.00;  0.00;  0.00;  2.50;  2.50;  2.50;  7.50; 17.50; 17.50; 20.00; 12.50; 17.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;51;  0.00;  0.00;  0.00;  2.50;  0.00;  5.00;  7.50; 17.50; 17.50; 17.50;  5.00; 22.50;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;52;  0.00;  0.00;  0.00;  2.50;  2.50;  5.00; 10.00; 15.00; 15.00; 15.00; 10.00; 20.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992; 1;  0.00;  0.00;  0.00;  0.00;  2.50;  7.50;  5.00; 10.00; 12.50; 20.00; 10.00; 25.00;  7.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992; 2;  0.00;  0.00;  0.00;  0.00;  2.50;  5.00; 10.00;  2.50; 10.00; 15.00; 25.00; 27.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992; 3;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50;  2.50; 10.00; 10.00;  5.00; 40.00; 25.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992; 4;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50;  2.50; 10.00;  7.50; 50.00; 17.50; 10.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992; 5;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50;  7.50;  7.50; 50.00; 25.00;  7.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992; 6;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  7.50; 17.50; 52.50; 17.50;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992; 7;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00; 12.50; 10.00; 62.50; 15.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992; 8;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  7.50; 15.00; 57.50; 20.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992; 9;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00; 17.50; 12.50; 50.00; 20.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;10;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50; 27.50; 15.00; 32.50; 17.50;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;11;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00; 10.00; 15.00; 12.50; 10.00; 37.50; 12.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;12;  0.00;  0.00;  0.00;  0.00;  0.00;  7.50;  7.50;  7.50; 15.00; 10.00; 47.50;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;13;  0.00;  0.00;  0.00;  0.00;  7.50;  2.50;  5.00;  5.00; 17.50; 17.50; 40.00;  2.50;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;14;  0.00;  0.00;  5.00;  0.00;  5.00;  2.50;  5.00; 12.50;  5.00; 17.50; 45.00;  0.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;15;  0.00;  0.00;  0.00;  0.00;  5.00;  5.00;  7.50;  5.00; 12.50; 17.50; 37.50;  7.50;  0.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;16;  0.00;  0.00;  0.00;  0.00;  7.50;  5.00;  7.50; 10.00; 12.50;  7.50; 42.50;  5.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;17;  0.00;  0.00;  2.50;  2.50;  5.00;  7.50; 10.00; 12.50; 10.00; 10.00; 35.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;18;  0.00;  0.00;  0.00;  2.50;  2.50;  5.00;  7.50; 20.00;  5.00; 22.50; 27.50;  7.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;19;  0.00;  2.50;  0.00;  0.00;  7.50;  2.50; 12.50; 12.50; 15.00; 10.00; 32.50;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;20;  0.00;  0.00;  0.00;  0.00;  2.50;  7.50; 15.00; 10.00; 20.00; 10.00; 22.50;  7.50;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;21;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50; 12.50; 10.00; 12.50; 17.50; 35.00;  5.00;  0.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;22;  0.00;  0.00;  0.00;  0.00;  0.00; 10.00; 10.00;  5.00; 12.50; 27.50; 27.50;  2.50;  0.00;  0.00;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;23;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50; 10.00; 15.00; 10.00; 20.00; 25.00; 10.00;  2.50;  0.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;24;  0.00;  0.00;  0.00;  0.00;  0.00;  5.00;  5.00; 10.00; 20.00; 20.00; 22.50;  7.50;  2.50;  2.50;  0.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;25;  0.00;  0.00;  0.00;  0.00;  5.00; 10.00; 12.50; 15.00;  2.50; 22.50; 17.50;  2.50;  7.50;  2.50;  0.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;
1992;26;  0.00;  2.50;  0.00;  0.00;  5.00; 17.50;  7.50;  7.50; 10.00;  5.00; 30.00;  7.50;  5.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;27;  2.50;  0.00;  0.00;  2.50;  7.50; 15.00; 12.50;  2.50; 10.00;  2.50; 37.50;  0.00;  5.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;28;  0.00;  2.50;  0.00;  5.00; 10.00; 12.50; 10.00; 10.00;  7.50;  5.00; 32.50;  0.00;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;29;  0.00;  2.50;  2.50;  5.00;  7.50; 10.00; 10.00; 10.00; 12.50;  2.50; 30.00;  2.50;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;30;  0.00;  2.50;  7.50;  7.50;  2.50;  7.50; 12.50; 10.00;  7.50;  5.00; 35.00;  0.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;31;  0.00;  2.50; 10.00;  7.50;  5.00;  2.50;  7.50; 10.00; 10.00;  7.50; 32.50;  2.50;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;32;  0.00;  5.00;  7.50;  7.50;  5.00;  2.50;  7.50;  7.50; 10.00;  2.50; 40.00;  2.50;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;33;  0.00;  5.00;  2.50; 10.00;  5.00;  5.00; 10.00;  7.50;  5.00;  7.50; 37.50;  2.50;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;34;  0.00;  2.50;  5.00;  7.50;  5.00; 10.00;  5.00;  7.50;  5.00;  5.00; 42.50;  0.00;  0.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;35;  0.00;  2.50;  5.00;  5.00;  7.50;  7.50; 10.00;  7.50; 10.00;  2.50; 35.00;  5.00;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;36;  0.00;  0.00;  0.00;  2.50;  7.50;  5.00; 15.00; 10.00; 12.50; 10.00; 32.50;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;37;  0.00;  0.00;  0.00;  0.00;  5.00; 10.00;  5.00; 10.00; 12.50;  7.50; 47.50;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;38;  0.00;  0.00;  0.00;  0.00;  5.00;  5.00;  5.00; 12.50;  5.00; 12.50; 50.00;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;39;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00; 10.00;  2.50; 12.50;  5.00; 60.00;  5.00;  2.50;  0.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;40;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  7.50;  5.00;  5.00;  7.50; 62.50;  5.00;  5.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;41;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  7.50;  7.50;  2.50;  5.00; 65.00;  7.50;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;42;  0.00;  0.00;  0.00;  0.00;  0.00;  5.00;  2.50; 10.00;  5.00;  7.50; 55.00; 10.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;43;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50;  2.50;  5.00;  5.00; 12.50; 52.50; 20.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;44;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  5.00;  5.00; 15.00;  7.50; 42.50; 25.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;45;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50; 17.50;  2.50;  5.00; 10.00; 40.00; 22.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;46;  0.00;  0.00;  0.00;  0.00;  0.00; 12.50;  5.00; 12.50;  5.00; 12.50; 42.50; 10.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;47;  0.00;  0.00;  0.00;  2.50;  0.00; 10.00;  7.50; 15.00;  5.00; 17.50; 32.50; 10.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;48;  0.00;  0.00;  0.00;  0.00;  2.50;  7.50; 10.00; 12.50; 20.00;  7.50; 30.00; 10.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;49;  0.00;  0.00;  0.00;  0.00;  2.50;  5.00; 10.00; 15.00; 17.50; 17.50; 17.50; 15.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;50;  0.00;  0.00;  0.00;  0.00;  2.50; 10.00; 12.50; 12.50; 30.00; 10.00; 12.50; 10.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;51;  0.00;  0.00;  0.00;  2.50;  2.50; 10.00; 12.50; 25.00; 22.50; 10.00;  7.50;  7.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1992;52;  0.00;  0.00;  0.00;  2.50;  0.00; 10.00; 12.50; 30.00; 15.00; 17.50;  5.00;  7.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993; 1;  0.00;  0.00;  0.00;  2.50;  0.00; 15.00; 17.50; 17.50; 20.00; 17.50; 10.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993; 2;  0.00;  0.00;  2.50;  2.50; 15.00; 12.50; 17.50; 17.50; 17.50; 10.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993; 3;  0.00;  0.00;  0.00; 12.50; 15.00; 12.50; 15.00; 17.50; 12.50; 10.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993; 4;  0.00;  0.00;  0.00;  7.50; 20.00;  5.00; 10.00; 25.00; 12.50; 15.00;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993; 5;  0.00;  0.00;  0.00;  7.50; 17.50;  7.50; 12.50; 20.00; 12.50; 12.50;  7.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993; 6;  0.00;  0.00;  2.50; 12.50; 15.00;  7.50; 10.00; 22.50; 17.50; 12.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993; 7;  0.00;  0.00;  7.50; 12.50; 10.00; 17.50; 15.00; 27.50;  5.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993; 8;  0.00;  0.00;  5.00; 12.50; 15.00; 30.00; 17.50; 12.50;  5.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993; 9;  0.00;  2.50;  2.50;  0.00; 25.00; 32.50; 17.50;  7.50; 10.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993;10;  0.00;  2.50;  0.00;  7.50; 30.00; 20.00; 17.50; 12.50;  2.50;  5.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993;11;  0.00;  2.50;  0.00; 10.00; 30.00; 20.00; 17.50;  7.50;  7.50;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993;12;  0.00;  0.00;  2.50; 10.00; 27.50; 20.00;  5.00; 17.50; 12.50;  0.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993;13;  0.00;  0.00;  0.00; 12.50; 30.00; 15.00;  7.50; 10.00;  7.50; 12.50;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993;14;  0.00;  0.00;  2.50; 12.50; 17.50; 22.50;  7.50; 12.50;  7.50;  7.50;  5.00;  2.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993;15;  0.00;  0.00;  5.00;  5.00;  7.50; 32.50; 10.00; 10.00; 12.50;  2.50;  7.50;  5.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993;16;  0.00;  0.00;  0.00;  2.50;  7.50; 30.00; 15.00; 12.50; 10.00;  2.50;  5.00;  7.50;  7.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993;17;  0.00;  0.00;  0.00;  0.00;  5.00; 12.50; 20.00; 15.00; 15.00;  7.50;  0.00; 12.50; 10.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993;18;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50; 20.00; 17.50; 15.00;  5.00;  7.50; 20.00; 10.00;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993;19;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50; 15.00; 15.00; 20.00; 10.00;  7.50; 12.50; 12.50;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993;20;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00; 12.50;  5.00; 22.50; 17.50;  7.50; 10.00; 10.00; 12.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993;21;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  7.50; 10.00; 12.50; 15.00; 10.00; 17.50;  7.50; 10.00;  5.00;  5.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1993;22;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00; 10.00; 15.00;  7.50; 10.00; 17.50; 10.00; 10.00; 12.50;  2.50;  2.50;  2.50;  0.00;  0.00;  0.00;
1993;23;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  5.00; 17.50;  7.50; 15.00; 20.00;  5.00; 15.00;  5.00;  2.50;  2.50;  5.00;  0.00;  0.00;  0.00;
1993;24;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50; 17.50;  7.50; 17.50; 22.50;  2.50;  7.50; 12.50;  0.00;  5.00;  0.00;  5.00;  0.00;  0.00;
1993;25;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50; 17.50;  7.50; 20.00; 17.50;  7.50;  5.00;  7.50;  2.50;  5.00;  5.00;  2.50;  0.00;  0.00;
1993;26;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  5.00; 17.50;  7.50; 22.50; 10.00; 12.50;  2.50;  7.50;  2.50; 12.50;  0.00;  0.00;  0.00;  0.00;
1993;27;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50;  5.00; 22.50;  7.50; 15.00; 12.50; 10.00;  5.00;  2.50; 10.00;  7.50;  0.00;  0.00;  0.00;  0.00;
1993;28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50; 17.50; 15.00;  7.50; 12.50; 12.50;  7.50;  5.00;  7.50; 10.00;  2.50;  0.00;  0.00;  0.00;  0.00;
1993;29;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00; 10.00; 15.00;  7.50; 10.00; 22.50;  7.50;  7.50;  5.00;  7.50;  5.00;  2.50;  0.00;  0.00;  0.00;  0.00;
1993;30;  0.00;  0.00;  0.00;  0.00;  0.00;  2.50; 15.00;  7.50; 12.50;  7.50; 25.00;  7.50;  2.50; 10.00;  7.50;  2.50;  0.00;  0.00;  0.00;  0.00;  0.00;
