Year; Week; 0-5; 5-10; 10-15; 15-20; 20-25; 25-30; 30-35; 35-40; 40-45; 45-50; 50-55; 55-60; 60-65; 65-70; 70-75; 75-80; 80-85; 85-90; 90-95; 95-100; 100+ 
1982;13;  0.00;  0.56;  1.21;  6.98; 16.11; 30.82; 25.88; 12.01;  4.10;  1.77;  0.47;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;14;  0.00;  0.28;  1.21;  5.87; 15.83; 25.88; 26.35; 14.62;  6.52;  2.51;  0.74;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;15;  0.00;  0.19;  0.84;  4.10; 11.82; 20.58; 25.05; 17.97; 10.06;  5.68;  3.45;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;16;  0.00;  0.00;  0.56;  1.68;  6.05; 14.43; 20.95; 22.63; 13.87;  9.50;  8.85;  1.21;  0.19;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;17;  0.00;  0.00;  0.19;  0.84;  3.54; 10.34; 16.48; 21.88; 17.78; 12.29; 13.78;  2.14;  0.47;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;18;  0.00;  0.00;  0.09;  0.47;  3.17;  6.98; 15.83; 19.09; 20.30; 14.53; 15.08;  2.98;  1.02;  0.28;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;19;  0.00;  0.09;  0.28;  1.12;  4.00;  8.94; 14.53; 19.93; 18.62; 16.39;  9.31;  4.00;  2.33;  0.28;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;20;  0.00;  0.28;  0.65;  2.51;  6.42; 10.34; 16.76; 18.06; 17.60; 13.87;  7.64;  3.63;  1.86;  0.19;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;21;  0.00;  0.65;  1.30;  2.51;  5.21;  9.03; 15.18; 16.48; 17.32; 14.34;  9.96;  5.59;  1.49;  0.65;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;22;  0.19;  1.12;  1.40;  2.89;  5.59;  8.38; 13.41; 16.39; 16.76; 14.71; 10.24;  6.15;  1.40;  0.74;  0.47;  0.09;  0.09;  0.00;  0.00;  0.00;  0.00;
1982;23;  0.56;  0.65;  1.77;  3.17;  6.15;  8.75; 13.41; 16.20; 16.29; 16.20;  9.40;  4.38;  1.68;  0.65;  0.37;  0.28;  0.09;  0.00;  0.00;  0.00;  0.00;
1982;24;  0.28;  0.65;  1.12;  2.42;  4.47;  8.66; 13.59; 14.90; 18.25; 16.85; 10.43;  4.75;  2.61;  0.56;  0.19;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;25;  0.09;  0.47;  1.12;  1.49;  4.47;  7.45; 11.17; 16.57; 16.29; 18.81; 11.82;  5.31;  3.45;  0.93;  0.47;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;26;  0.00;  0.37;  0.84;  1.58;  3.72;  8.10;  9.22; 14.71; 18.81; 15.74; 14.62;  6.70;  3.54;  1.40;  0.47;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;27;  0.00;  0.09;  0.19;  0.65;  3.07;  6.33;  7.36; 13.97; 15.18; 16.20; 18.53;  8.29;  5.21;  3.07;  1.30;  0.47;  0.09;  0.00;  0.00;  0.00;  0.00;
1982;28;  0.00;  0.00;  0.00;  0.09;  1.30;  4.28;  7.26; 11.27; 14.43; 15.18; 19.46; 10.34;  7.64;  4.19;  2.89;  1.30;  0.19;  0.09;  0.09;  0.00;  0.00;
1982;29;  0.00;  0.00;  0.00;  0.00;  0.84;  2.89;  6.80; 10.15; 14.62; 13.78; 18.16; 11.08;  9.59;  5.12;  3.63;  1.86;  1.02;  0.37;  0.00;  0.09;  0.00;
1982;30;  0.00;  0.00;  0.00;  0.09;  0.93;  2.61;  6.05;  9.50; 14.34; 13.87; 16.01; 12.57; 10.99;  4.66;  4.00;  2.42;  1.49;  0.19;  0.19;  0.09;  0.00;
1982;31;  0.00;  0.00;  0.00;  0.19;  1.49;  2.42;  6.98;  8.94; 13.69; 16.01; 16.20; 11.92;  9.12;  5.12;  4.00;  2.33;  0.93;  0.47;  0.19;  0.00;  0.00;
1982;32;  0.00;  0.00;  0.00;  0.09;  0.93;  2.33;  5.68;  9.59; 12.76; 17.32; 13.97; 13.13; 10.24;  6.24;  3.35;  2.79;  0.84;  0.65;  0.09;  0.00;  0.00;
1982;33;  0.00;  0.00;  0.09;  0.00;  0.74;  2.42;  3.91;  9.87; 13.97; 14.06; 14.25; 14.43; 11.36;  7.36;  3.35;  2.61;  1.02;  0.47;  0.09;  0.00;  0.00;
1982;34;  0.09;  0.00;  0.09;  0.19;  0.84;  2.23;  5.59; 10.06; 13.97; 16.29; 16.01; 12.48; 10.15;  6.61;  3.17;  1.49;  0.47;  0.28;  0.00;  0.00;  0.00;
1982;35;  0.09;  0.09;  0.19;  0.84;  2.14;  4.47;  8.94; 12.20; 17.69; 16.29; 13.59; 11.73;  6.24;  3.17;  1.77;  0.47;  0.09;  0.00;  0.00;  0.00;  0.00;
1982;36;  0.00;  0.09;  0.65;  2.33;  5.68;  8.29; 13.50; 16.29; 20.58; 13.69;  9.87;  5.21;  2.23;  1.30;  0.19;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;37;  0.00;  0.19;  1.86;  3.45;  8.47; 11.36; 18.81; 18.72; 17.60; 11.17;  5.12;  2.33;  0.56;  0.37;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;38;  0.09;  0.84;  3.35;  5.68; 10.43; 13.87; 18.25; 17.97; 16.01;  7.73;  4.10;  1.21;  0.37;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;39;  0.19;  1.40;  5.03;  7.64; 12.29; 17.32; 17.41; 17.69; 12.20;  6.61;  1.49;  0.47;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;40;  0.47;  2.42;  5.77; 10.24; 13.50; 19.37; 19.37; 15.46;  9.12;  3.35;  0.47;  0.47;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;41;  0.09;  1.68;  4.00;  8.85; 16.01; 20.86; 22.44; 17.13;  7.17;  1.30;  0.37;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;42;  0.00;  0.19;  1.30;  5.40; 11.73; 22.44; 26.07; 21.88;  7.45;  2.79;  0.56;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;43;  0.00;  0.00;  0.19;  0.84;  4.38; 14.62; 25.42; 28.49; 17.41;  5.49;  2.14;  0.93;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;44;  0.00;  0.00;  0.00;  0.65;  2.98; 11.64; 23.84; 29.33; 17.88;  9.68;  2.70;  1.21;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;45;  0.00;  0.00;  0.00;  0.74;  3.45; 13.22; 22.72; 26.54; 19.55;  9.96;  2.89;  0.65;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;46;  0.00;  0.00;  0.00;  0.93;  4.10; 15.08; 26.07; 26.72; 18.53;  5.68;  2.51;  0.28;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;47;  0.00;  0.00;  0.37;  1.02;  6.15; 17.60; 24.39; 26.44; 15.74;  6.80;  1.21;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;48;  0.00;  0.00;  0.37;  2.14;  7.45; 16.85; 26.44; 25.23; 13.78;  5.40;  1.77;  0.47;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;49;  0.00;  0.00;  0.28;  1.40;  8.38; 15.64; 24.02; 23.93; 13.97;  8.57;  2.98;  0.65;  0.09;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;50;  0.00;  0.00;  0.84;  3.45;  8.75; 16.85; 19.46; 20.02; 14.53;  8.47;  4.84;  2.05;  0.47;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;51;  0.00;  0.19;  0.65;  4.19;  7.91; 15.46; 18.44; 17.97; 18.34;  8.57;  4.38;  2.23;  1.58;  0.00;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1982;52;  0.09;  0.47;  1.21;  2.98;  7.45; 13.59; 17.13; 17.04; 18.53; 11.27;  6.05;  3.63;  0.47;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983; 1;  0.00;  0.84;  1.40;  2.98;  6.52; 10.89; 16.57; 19.37; 17.50; 12.85;  9.31;  1.77;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983; 2;  0.00;  0.28;  0.84;  1.58;  4.93;  7.26; 12.76; 17.78; 20.39; 15.36; 15.92;  2.70;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983; 3;  0.00;  0.09;  0.09;  1.21;  2.33;  5.12;  9.31; 14.90; 18.90; 17.69; 22.63;  6.89;  0.84;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983; 4;  0.00;  0.09;  0.09;  0.47;  2.14;  4.66; 11.27; 15.55; 18.99; 16.01; 22.25;  7.26;  1.12;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983; 5;  0.00;  0.00;  0.09;  0.37;  3.07;  6.15; 12.76; 19.74; 17.97; 13.87; 18.81;  5.87;  1.12;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983; 6;  0.00;  0.00;  0.00;  0.28;  1.12;  5.40; 10.80; 18.62; 22.07; 19.09; 15.46;  5.40;  1.49;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983; 7;  0.00;  0.00;  0.00;  0.00;  0.56;  2.42;  9.31; 16.48; 22.72; 22.72; 18.16;  6.33;  1.21;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983; 8;  0.00;  0.00;  0.00;  0.09;  0.28;  2.51;  6.70; 14.71; 19.55; 22.44; 22.91;  8.29;  2.14;  0.37;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983; 9;  0.00;  0.00;  0.00;  0.09;  0.28;  1.02;  4.10; 10.24; 16.29; 20.30; 24.30; 14.80;  6.98;  1.49;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;10;  0.00;  0.00;  0.09;  0.09;  0.37;  1.58;  3.35;  8.10; 13.41; 14.53; 27.19; 15.08; 11.36;  3.63;  1.12;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;11;  0.00;  0.00;  0.00;  0.37;  0.00;  1.49;  3.17;  6.61; 11.08; 12.57; 31.10; 15.08;  9.59;  4.47;  3.26;  1.02;  0.19;  0.00;  0.00;  0.00;  0.00;
1983;12;  0.00;  0.00;  0.09;  0.09;  0.37;  1.49;  3.91;  8.47; 10.52; 12.20; 33.61; 10.24;  6.70;  4.75;  5.31;  1.77;  0.47;  0.00;  0.00;  0.00;  0.00;
1983;13;  0.00;  0.00;  0.19;  0.00;  0.93;  2.33;  5.31;  9.68; 10.43; 10.15; 31.66;  9.96;  6.05;  5.03;  4.84;  2.61;  0.65;  0.19;  0.00;  0.00;  0.00;
1983;14;  0.00;  0.19;  0.00;  0.37;  1.21;  3.45;  8.38;  7.91; 10.43;  9.59; 26.72; 12.29;  5.40;  4.93;  5.40;  1.86;  0.93;  0.93;  0.00;  0.00;  0.00;
1983;15;  0.00;  0.09;  0.09;  0.65;  2.42;  4.19;  6.80;  8.10;  8.85; 11.17; 19.18; 16.48;  8.29;  5.77;  3.72;  2.05;  1.21;  0.47;  0.37;  0.09;  0.00;
1983;16;  0.00;  0.09;  0.19;  0.93;  1.58;  4.28;  4.10;  8.10; 10.24; 12.29; 15.08; 14.53; 12.20;  7.64;  4.10;  1.77;  2.05;  0.28;  0.37;  0.19;  0.00;
1983;17;  0.00;  0.09;  0.09;  0.74;  1.02;  3.45;  5.68;  8.66; 12.29; 13.50; 16.01; 14.25;  9.68;  6.33;  3.91;  2.14;  1.58;  0.28;  0.09;  0.19;  0.00;
1983;18;  0.00;  0.00;  0.00;  0.28;  0.74;  2.79;  6.15; 11.17; 14.25; 16.29; 15.83; 11.92;  9.31;  6.24;  2.33;  1.58;  0.65;  0.37;  0.00;  0.09;  0.00;
1983;19;  0.00;  0.00;  0.00;  0.09;  0.84;  2.61;  6.33; 12.85; 16.48; 18.81; 15.08; 11.82;  8.66;  3.82;  1.02;  1.12;  0.28;  0.19;  0.00;  0.00;  0.00;
1983;20;  0.00;  0.09;  0.00;  0.74;  2.14;  4.00;  7.54; 11.73; 17.69; 20.67; 15.64;  9.03;  6.15;  3.07;  0.93;  0.56;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;21;  0.00;  0.00;  0.28;  1.30;  2.89;  4.56;  6.70;  9.96; 14.53; 18.72; 16.57; 10.71;  7.26;  3.82;  1.77;  0.65;  0.28;  0.00;  0.00;  0.00;  0.00;
1983;22;  0.00;  0.19;  0.47;  2.42;  2.79;  4.10;  7.91;  8.85; 13.13; 15.55; 16.20; 10.80;  8.75;  4.66;  3.17;  0.65;  0.28;  0.00;  0.09;  0.00;  0.00;
1983;23;  0.00;  0.28;  0.93;  2.23;  3.07;  5.49;  6.42;  8.29; 11.64; 13.13; 14.80; 12.85;  9.87;  6.05;  2.89;  1.49;  0.37;  0.09;  0.09;  0.00;  0.00;
1983;24;  0.09;  0.09;  1.30;  1.77;  3.07;  5.03;  7.54;  8.01;  9.96; 13.41; 12.57; 13.50; 10.71;  7.08;  4.10;  1.30;  0.37;  0.09;  0.00;  0.00;  0.00;
1983;25;  0.09;  0.28;  1.02;  1.96;  4.38;  4.93;  6.98;  8.10; 10.24; 13.50; 12.85; 11.55; 11.64;  7.73;  3.07;  1.30;  0.37;  0.00;  0.00;  0.00;  0.00;
1983;26;  0.00;  0.19;  0.65;  2.05;  3.35;  6.33;  7.82;  8.29; 11.36; 14.25; 13.13; 12.94; 10.06;  6.05;  2.42;  0.93;  0.19;  0.00;  0.00;  0.00;  0.00;
1983;27;  0.00;  0.19;  0.47;  1.49;  2.98;  4.66;  8.66; 11.17; 13.41; 13.04; 13.87; 12.48;  9.12;  5.49;  2.23;  0.56;  0.09;  0.09;  0.00;  0.00;  0.00;
1983;28;  0.00;  0.09;  0.19;  0.56;  1.58;  4.28;  6.89; 11.82; 16.29; 12.85; 17.78; 10.61;  7.91;  5.77;  2.05;  1.21;  0.00;  0.00;  0.09;  0.00;  0.00;
1983;29;  0.00;  0.00;  0.09;  0.19;  0.74;  2.61;  6.15;  9.40; 12.10; 15.18; 25.98;  9.68;  8.57;  4.84;  2.61;  1.30;  0.28;  0.09;  0.09;  0.09;  0.00;
1983;30;  0.00;  0.00;  0.00;  0.00;  0.37;  2.23;  4.00;  8.85; 13.41; 12.66; 31.66; 10.89;  6.70;  5.12;  2.42;  1.12;  0.28;  0.09;  0.00;  0.19;  0.00;
1983;31;  0.00;  0.00;  0.00;  0.00;  0.37;  2.05;  5.49;  8.38; 15.64; 13.04; 26.72; 10.43;  8.19;  4.75;  2.98;  1.12;  0.56;  0.00;  0.19;  0.09;  0.00;
1983;32;  0.00;  0.00;  0.00;  0.09;  1.12;  3.63;  6.98; 11.17; 15.64; 14.34; 20.39;  9.96;  8.01;  4.28;  2.70;  0.74;  0.47;  0.37;  0.09;  0.00;  0.00;
1983;33;  0.00;  0.00;  0.28;  0.93;  1.96;  6.15;  8.38; 11.27; 14.15; 16.11; 14.06; 10.43;  7.82;  4.66;  2.33;  0.74;  0.47;  0.19;  0.09;  0.00;  0.00;
1983;34;  0.00;  0.47;  1.12;  1.96;  3.63;  6.42;  7.26;  9.68; 11.92; 16.57; 13.69;  9.12;  8.85;  5.31;  1.86;  1.21;  0.56;  0.19;  0.19;  0.00;  0.00;
1983;35;  0.84;  1.58;  1.49;  3.35;  6.15;  6.15;  8.19; 10.52; 11.55; 15.83; 12.10;  9.78;  6.52;  3.45;  1.68;  0.56;  0.09;  0.09;  0.09;  0.00;  0.00;
1983;36;  1.58;  2.33;  2.42;  5.12;  5.49;  6.98;  9.50; 12.29; 14.15; 15.83; 10.61;  8.19;  3.54;  1.40;  0.28;  0.09;  0.19;  0.00;  0.00;  0.00;  0.00;
1983;37;  2.14;  2.05;  5.21;  4.93;  6.33;  6.80;  9.50; 14.25; 14.43; 16.39; 11.36;  4.75;  1.21;  0.28;  0.28;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;38;  2.14;  2.98;  4.28;  5.77;  6.42;  7.17; 13.04; 13.50; 17.32; 15.27;  9.12;  1.96;  0.19;  0.56;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;39;  1.12;  2.33;  3.35;  4.47;  6.52;  7.64; 13.41; 16.01; 19.65; 17.60;  5.21;  1.86;  0.47;  0.09;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;40;  0.19;  0.37;  1.49;  4.10;  6.33;  9.68; 15.08; 20.48; 24.12; 12.94;  3.72;  1.02;  0.28;  0.09;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;41;  0.00;  0.37;  1.02;  3.54;  6.80; 13.22; 19.83; 22.81; 21.79;  7.73;  2.51;  0.19;  0.09;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;42;  0.00;  0.00;  1.40;  2.89;  8.47; 16.11; 22.72; 24.95; 14.53;  6.70;  1.58;  0.47;  0.09;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;43;  0.00;  0.09;  0.47;  2.14;  9.22; 21.60; 27.47; 21.42; 11.08;  4.56;  1.40;  0.47;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;44;  0.00;  0.00;  0.19;  0.84;  6.33; 19.18; 25.79; 23.18; 14.06;  6.42;  3.07;  0.65;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;45;  0.00;  0.00;  0.00;  1.30;  6.89; 19.93; 25.42; 22.53; 14.25;  5.77;  2.51;  1.21;  0.09;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;46;  0.00;  0.00;  0.00;  0.93;  6.98; 19.18; 27.75; 25.14; 12.29;  4.84;  1.86;  0.84;  0.00;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;47;  0.00;  0.00;  0.00;  1.12;  6.52; 19.55; 26.54; 24.30; 13.50;  5.12;  2.61;  0.56;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;48;  0.00;  0.00;  0.09;  1.68; 12.66; 24.02; 22.63; 18.72; 12.66;  5.49;  1.40;  0.65;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;49;  0.00;  0.00;  0.09;  3.07; 14.53; 24.86; 21.79; 18.72; 10.99;  4.66;  0.84;  0.28;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;50;  0.00;  0.00;  0.56;  5.03; 18.34; 25.51; 26.35; 15.08;  6.05;  2.05;  0.56;  0.47;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;51;  0.00;  0.00;  1.30;  5.87; 18.90; 24.77; 25.98; 14.53;  5.68;  2.05;  0.56;  0.37;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1983;52;  0.00;  0.09;  0.84;  4.66; 12.85; 21.04; 22.44; 18.90; 11.82;  5.12;  1.40;  0.65;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984; 1;  0.00;  0.00;  0.47;  1.96;  6.98; 14.25; 16.95; 20.58; 17.13; 10.89;  7.17;  2.23;  1.21;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984; 2;  0.00;  0.00;  0.28;  1.40;  3.35;  9.78; 13.41; 17.69; 16.11; 13.50; 11.82;  9.22;  3.07;  0.28;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984; 3;  0.00;  0.00;  0.28;  0.65;  2.42;  5.12; 10.99; 13.41; 16.29; 15.27; 13.31; 17.60;  4.19;  0.47;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984; 4;  0.00;  0.00;  0.19;  1.12;  2.51;  7.26; 13.13; 17.23; 13.59; 11.45; 13.59; 15.74;  4.00;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984; 5;  0.00;  0.00;  0.28;  0.84;  2.05;  6.98; 13.59; 16.57; 14.15; 10.61; 12.85; 15.74;  5.77;  0.56;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984; 6;  0.00;  0.00;  0.19;  0.65;  3.82;  9.78; 14.90; 15.55; 14.25; 10.24; 12.57; 12.85;  4.93;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984; 7;  0.00;  0.00;  0.09;  1.96;  7.64; 14.90; 18.06; 16.29; 14.25;  9.31;  9.31;  6.05;  2.05;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984; 8;  0.00;  0.00;  1.68;  6.33; 13.22; 17.97; 20.30; 16.67; 10.99;  6.33;  3.72;  2.14;  0.65;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984; 9;  0.09;  0.65;  4.66; 12.38; 17.04; 20.39; 17.13; 14.15;  7.17;  3.07;  1.77;  0.84;  0.65;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984;10;  0.00;  0.19;  3.54;  9.31; 17.97; 22.63; 18.44; 14.62;  6.89;  2.79;  1.86;  1.12;  0.56;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984;11;  0.00;  0.28;  1.68;  5.87; 13.97; 23.00; 21.79; 17.04;  9.40;  3.63;  1.77;  1.02;  0.37;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984;12;  0.00;  0.65;  1.68;  7.17; 12.94; 22.16; 22.53; 16.01; 10.24;  3.07;  2.33;  0.84;  0.37;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984;13;  0.56;  0.93;  4.75;  9.78; 17.50; 21.51; 20.30; 12.38;  6.89;  2.51;  1.96;  0.65;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984;14;  0.84;  1.30;  5.12;  8.94; 19.18; 22.25; 17.23; 12.57;  7.64;  2.42;  1.77;  0.65;  0.00;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984;15;  0.84;  1.77;  4.84;  9.03; 19.93; 17.23; 19.09; 12.94;  8.19;  3.45;  2.33;  0.28;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984;16;  0.56;  1.58;  3.91;  7.45; 16.67; 18.44; 18.06; 15.08;  9.03;  5.49;  3.17;  0.56;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984;17;  0.37;  0.84;  3.07;  4.75;  9.40; 16.76; 18.72; 17.60; 11.55;  7.91;  6.80;  1.49;  0.65;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1984;18;  0.00;  0.47;  1.40;  3.82;  7.08; 11.73; 18.53; 19.09; 13.22; 10.43; 10.06;  2.33;  1.02;  0.65;  0.09;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;
1984;19;  0.00;  0.47;  1.12;  3.63;  5.96; 12.01; 16.57; 14.99; 16.39;  9.78; 13.04;  2.98;  2.14;  0.65;  0.19;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;
