Year; Week; 0-5; 5-10; 10-15; 15-20; 20-25; 25-30; 30-35; 35-40; 40-45; 45-50; 50-55; 55-60; 60-65; 65-70; 70-75; 75-80; 80-85; 85-90; 90-95; 95-100; 100+ 
1989; 4;  0.28;  4.19;  9.03; 26.82; 33.89; 19.55;  4.66;  0.93;  0.37;  0.09;  0.00;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989; 5;  0.19;  2.51;  9.40; 25.51; 33.52; 21.32;  5.40;  1.58;  0.28;  0.19;  0.00;  0.00;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989; 6;  0.19;  1.49;  8.47; 23.28; 29.89; 24.21;  9.68;  2.14;  0.28;  0.28;  0.00;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989; 7;  0.09;  0.74;  4.84; 15.08; 28.03; 27.00; 17.60;  5.21;  1.02;  0.28;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989; 8;  0.19;  1.12;  2.98; 12.20; 21.23; 28.21; 18.99; 10.80;  3.26;  0.74;  0.19;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989; 9;  0.37;  0.65;  1.49;  6.33; 13.69; 24.02; 25.14; 17.50;  7.91;  1.58;  0.93;  0.37;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;10;  0.00;  0.37;  1.02;  2.42;  7.17; 16.29; 26.26; 24.39; 14.06;  5.96;  1.86;  0.09;  0.00;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;11;  0.00;  0.00;  0.37;  0.93;  4.66;  9.78; 26.07; 26.91; 19.65;  7.36;  3.26;  0.74;  0.09;  0.09;  0.00;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;12;  0.00;  0.00;  0.09;  0.47;  2.51;  5.96; 16.57; 25.42; 23.09; 15.46;  6.61;  2.61;  1.02;  0.00;  0.00;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;13;  0.00;  0.09;  0.00;  0.47;  2.14;  4.10;  9.68; 22.16; 24.58; 19.65; 11.08;  4.47;  1.21;  0.09;  0.19;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;14;  0.00;  0.09;  0.00;  0.47;  1.96;  4.47;  8.57; 16.48; 24.21; 21.32; 14.71;  4.56;  2.05;  0.74;  0.28;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;15;  0.09;  0.00;  0.19;  0.84;  1.40;  5.49;  6.61; 14.71; 21.04; 20.86; 14.53;  8.19;  3.17;  1.77;  0.84;  0.19;  0.09;  0.00;  0.00;  0.00;  0.00;
1989;16;  0.00;  0.09;  0.09;  0.65;  2.05;  4.38;  6.61; 14.62; 17.78; 16.85; 15.18; 10.80;  6.05;  2.23;  1.77;  0.47;  0.28;  0.00;  0.09;  0.00;  0.00;
1989;17;  0.00;  0.00;  0.09;  0.37;  0.47;  1.58;  4.10;  9.12; 13.50; 18.62; 16.20; 13.13; 11.27;  4.84;  4.10;  1.40;  0.65;  0.37;  0.19;  0.00;  0.00;
1989;18;  0.00;  0.00;  0.19;  0.37;  0.09;  1.02;  2.33;  5.96; 11.55; 15.64; 17.78; 16.95; 12.76;  6.70;  4.38;  2.51;  0.93;  0.65;  0.19;  0.00;  0.00;
1989;19;  0.00;  0.09;  0.28;  0.47;  0.09;  1.21;  3.45;  6.70; 12.57; 15.55; 19.55; 18.34;  9.96;  5.03;  4.38;  1.21;  0.93;  0.00;  0.09;  0.09;  0.00;
1989;20;  0.00;  0.19;  0.28;  0.09;  0.47;  1.30;  3.07;  5.40; 10.15; 15.18; 17.88; 14.71; 15.74;  9.12;  3.72;  1.96;  0.37;  0.28;  0.00;  0.00;  0.09;
1989;21;  0.09;  0.09;  0.28;  0.19;  0.37;  2.42;  3.91;  5.40; 11.17; 14.71; 17.69; 16.01; 12.20;  9.22;  3.72;  1.68;  0.65;  0.09;  0.00;  0.09;  0.00;
1989;22;  0.19;  0.19;  0.09;  0.37;  1.49;  2.42;  4.56;  7.73; 10.52; 17.60; 18.53; 13.97; 10.24;  5.87;  3.63;  1.86;  0.37;  0.19;  0.19;  0.00;  0.00;
1989;23;  0.19;  0.28;  0.28;  0.37;  2.42;  3.35;  5.21;  8.38; 11.08; 17.41; 17.60; 16.29;  8.01;  4.38;  2.61;  1.49;  0.28;  0.19;  0.09;  0.09;  0.00;
1989;24;  0.09;  0.47;  1.02;  1.30;  2.33;  4.19;  7.73; 10.24; 12.76; 17.23; 17.23; 12.10;  7.08;  3.54;  1.30;  0.84;  0.56;  0.00;  0.00;  0.00;  0.00;
1989;25;  0.19;  0.74;  0.74;  2.05;  3.45;  6.42;  9.59; 11.08; 12.76; 17.88; 15.83;  8.47;  6.42;  3.07;  0.84;  0.28;  0.19;  0.00;  0.00;  0.00;  0.00;
1989;26;  0.37;  0.93;  1.96;  3.17;  4.84;  8.66; 10.43; 10.61; 14.80; 14.53; 13.41;  6.98;  5.03;  3.17;  0.93;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;27;  0.47;  1.77;  2.14;  3.91;  5.68;  9.31;  9.50; 11.92; 13.50; 12.29; 11.82;  6.98;  4.56;  3.72;  1.68;  0.65;  0.00;  0.09;  0.00;  0.00;  0.00;
1989;28;  0.47;  1.58;  1.77;  3.35;  6.15;  7.91; 10.15; 12.85; 11.36; 10.61; 13.78;  6.15;  5.96;  3.82;  2.98;  0.65;  0.37;  0.00;  0.09;  0.00;  0.00;
1989;29;  0.37;  0.84;  1.77;  2.89;  5.31;  8.57;  8.85; 12.57; 10.43; 10.71; 17.23;  6.24;  5.96;  3.82;  2.61;  1.21;  0.47;  0.19;  0.00;  0.00;  0.00;
1989;30;  0.19;  0.37;  1.02;  2.98;  4.66;  7.73;  9.22; 10.52; 10.43; 12.85; 18.53;  9.50;  5.68;  3.07;  1.86;  0.93;  0.28;  0.19;  0.00;  0.00;  0.00;
1989;31;  0.28;  0.28;  1.30;  3.35;  5.21;  8.47; 10.34; 10.24; 12.94; 11.36; 17.78;  8.66;  4.47;  2.79;  1.40;  0.56;  0.56;  0.00;  0.00;  0.00;  0.00;
1989;32;  0.28;  0.19;  1.77;  4.93;  6.24; 10.06; 12.85; 11.82; 10.24; 11.55; 15.55;  6.61;  4.19;  2.70;  0.65;  0.28;  0.09;  0.00;  0.00;  0.00;  0.00;
1989;33;  0.00;  0.28;  1.02;  3.45;  5.96; 10.24;  9.96; 12.94; 11.17; 13.13; 15.08;  7.54;  5.12;  3.35;  0.56;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;34;  0.00;  0.19;  0.56;  2.42;  4.47;  9.50; 10.61; 11.55; 12.20; 14.62; 12.94;  8.10;  5.87;  4.19;  1.96;  0.56;  0.28;  0.00;  0.00;  0.00;  0.00;
1989;35;  0.00;  0.28;  0.09;  1.30;  4.38;  6.15;  8.01; 12.10; 12.10; 15.27; 13.87; 10.61;  7.45;  4.38;  2.33;  1.02;  0.47;  0.09;  0.09;  0.00;  0.00;
1989;36;  0.09;  0.09;  0.65;  2.79;  4.00;  6.80;  8.19; 11.82; 17.04; 13.69; 12.38;  9.68;  6.15;  3.63;  1.96;  0.56;  0.19;  0.19;  0.09;  0.00;  0.00;
1989;37;  0.09;  0.19;  1.68;  3.63;  4.93;  8.75; 10.24; 14.62; 17.60; 13.13; 10.71;  7.82;  3.07;  2.14;  1.02;  0.19;  0.19;  0.00;  0.00;  0.00;  0.00;
1989;38;  0.09;  0.37;  2.14;  4.66;  7.36;  8.94; 11.73; 16.01; 18.81; 13.13;  8.29;  4.10;  2.33;  1.40;  0.47;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;39;  0.00;  1.02;  2.70;  5.96;  9.50; 13.04; 16.48; 17.60; 15.36;  9.22;  4.93;  2.33;  1.21;  0.65;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;40;  0.09;  0.93;  2.79;  7.26; 13.78; 18.62; 20.11; 16.11; 12.20;  4.66;  2.23;  0.84;  0.37;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;41;  0.09;  2.05;  5.40; 11.27; 16.85; 19.65; 17.13; 15.92;  7.45;  3.26;  0.84;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;42;  0.28;  1.30;  6.15; 12.57; 17.13; 18.99; 18.99; 15.27;  7.54;  1.58;  0.00;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;43;  0.00;  0.37;  2.79;  7.45; 17.88; 20.95; 23.56; 16.39;  7.91;  2.23;  0.28;  0.09;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;44;  0.00;  0.09;  0.93;  5.77; 12.66; 23.65; 24.77; 18.81;  9.68;  2.70;  0.93;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;45;  0.00;  0.00;  0.47;  3.54; 13.04; 24.77; 26.63; 19.55;  8.66;  2.33;  0.84;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;46;  0.00;  0.00;  0.28;  2.23;  9.78; 24.02; 29.61; 20.39;  8.75;  3.54;  0.93;  0.47;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;47;  0.00;  0.00;  0.09;  1.21;  5.21; 16.57; 26.26; 24.49; 16.11;  7.36;  1.86;  0.56;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;48;  0.00;  0.00;  0.19;  1.68;  6.33; 14.15; 19.93; 22.44; 18.90; 10.52;  4.10;  1.49;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;49;  0.00;  0.00;  0.47;  3.45;  8.85; 17.32; 18.99; 16.76; 16.20;  9.68;  5.31;  2.51;  0.47;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;50;  0.00;  0.09;  1.40;  8.19; 14.53; 17.69; 17.32; 15.83; 12.57;  6.89;  3.54;  1.68;  0.19;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;51;  0.00;  1.02;  5.03; 14.15; 15.18; 16.67; 15.83; 10.52;  8.01;  6.42;  4.19;  2.05;  0.56;  0.28;  0.00;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;
1989;52;  0.19;  1.77;  6.98; 12.20; 16.85; 15.83; 13.13;  9.59;  6.42;  4.84;  4.66;  3.72;  2.33;  1.40;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990; 1;  0.37;  3.54;  7.73; 14.90; 16.76; 16.39; 11.08;  8.94;  5.68;  4.38;  4.10;  3.35;  2.61;  0.09;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990; 2;  0.84;  3.91; 11.45; 16.39; 18.81; 14.99; 11.17;  7.08;  4.00;  2.89;  3.91;  2.98;  1.49;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990; 3;  1.12;  4.00; 10.80; 17.04; 21.04; 13.97; 10.80;  6.52;  3.82;  2.98;  4.38;  1.58;  1.68;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990; 4;  0.84;  4.00;  7.82; 17.78; 20.95; 16.01; 11.55;  7.26;  4.28;  2.51;  4.84;  2.05;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990; 5;  0.93;  2.98;  9.87; 14.06; 21.51; 19.27; 10.99;  6.98;  3.91;  2.89;  6.52;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990; 6;  0.47;  1.40;  5.03; 11.36; 21.14; 22.72; 15.46;  7.45;  4.56;  2.79;  7.54;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990; 7;  0.00;  1.21;  2.51;  6.52; 17.32; 23.84; 19.74; 11.27;  5.77;  3.63;  8.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990; 8;  0.00;  0.93;  1.40;  5.31; 12.57; 20.76; 23.28; 16.11;  8.38;  3.72;  7.54;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990; 9;  0.00;  0.47;  1.68;  4.00; 10.06; 18.16; 22.35; 20.58; 10.43;  5.49;  6.70;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;10;  0.00;  0.00;  0.00;  0.00;  0.00;  0.09;  0.65;  2.61;  5.59;  9.50; 15.08; 18.06; 19.93; 14.80;  8.47;  3.82;  1.21;  0.19;  0.00;  0.00;  0.00;
1990;11;  0.00;  0.00;  0.47;  0.47;  2.14;  8.29; 18.81; 27.09; 18.44;  9.59; 14.71;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;12;  0.00;  0.00;  0.00;  0.74;  0.74;  4.28; 15.64; 27.19; 21.69; 13.31; 16.39;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;13;  0.00;  0.00;  0.00;  0.37;  1.40;  3.26; 13.87; 24.30; 23.93; 14.71; 17.50;  0.65;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;14;  0.00;  0.00;  0.09;  0.19;  1.86;  4.66; 14.25; 22.91; 22.35; 15.27; 16.20;  1.49;  0.74;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;15;  0.00;  0.00;  0.00;  0.19;  1.40;  3.63; 10.99; 19.18; 19.83; 17.04; 18.81;  5.68;  1.86;  1.21;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;16;  0.00;  0.00;  0.00;  0.09;  0.65;  1.40;  5.49; 10.61; 16.95; 17.04; 20.20; 13.50;  7.91;  3.17;  1.86;  0.93;  0.19;  0.00;  0.00;  0.00;  0.00;
1990;17;  0.00;  0.00;  0.00;  0.09;  0.37;  0.93;  3.26;  6.42; 12.38; 15.08; 20.76; 16.11; 10.24;  7.45;  3.35;  2.14;  0.93;  0.47;  0.00;  0.00;  0.00;
1990;18;  0.00;  0.00;  0.00;  0.28;  0.19;  1.21;  3.26;  5.59;  9.96; 13.31; 17.97; 17.60; 13.31;  7.64;  5.12;  2.79;  0.93;  0.28;  0.56;  0.00;  0.00;
1990;19;  0.00;  0.00;  0.19;  0.37;  0.47;  1.77;  3.17;  5.96; 10.99; 12.01; 18.06; 16.76; 13.31;  9.31;  3.45;  2.51;  1.02;  0.47;  0.19;  0.00;  0.00;
1990;20;  0.09;  0.00;  0.09;  0.47;  1.12;  1.77;  3.54;  7.08;  9.59; 12.66; 17.23; 15.36; 14.53;  8.19;  4.56;  2.33;  0.74;  0.56;  0.09;  0.00;  0.00;
1990;21;  0.00;  0.09;  0.37;  0.37;  1.12;  2.61;  4.56;  5.77;  8.94; 11.73; 16.11; 15.83; 12.48;  9.96;  5.96;  2.05;  1.02;  0.84;  0.19;  0.00;  0.00;
1990;22;  0.09;  0.37;  0.37;  0.93;  1.40;  3.91;  4.38;  6.89;  8.85; 11.82; 14.15; 15.36; 12.57;  9.12;  4.47;  3.17;  1.40;  0.28;  0.47;  0.00;  0.00;
1990;23;  0.19;  0.47;  0.47;  1.77;  2.61;  4.56;  5.12;  6.05;  9.87; 10.71; 14.62; 15.46; 13.04;  6.70;  4.10;  2.79;  0.93;  0.37;  0.09;  0.09;  0.00;
1990;24;  0.28;  0.65;  0.93;  3.17;  2.98;  4.56;  5.21;  7.64;  8.57; 10.71; 15.27; 14.80; 11.36;  7.36;  3.82;  1.68;  0.84;  0.09;  0.09;  0.00;  0.00;
1990;25;  0.37;  2.05;  1.86;  3.45;  4.28;  4.75;  6.33;  8.19;  9.68; 11.92; 15.55; 12.20; 10.34;  5.21;  2.61;  0.93;  0.19;  0.09;  0.00;  0.00;  0.00;
1990;26;  0.84;  1.96;  2.61;  4.00;  4.28;  5.49;  7.26;  6.80;  9.50; 12.57; 14.25; 12.85;  8.66;  6.15;  2.14;  0.47;  0.19;  0.00;  0.00;  0.00;  0.00;
1990;27;  0.47;  2.51;  3.35;  3.91;  4.66;  6.70;  5.49;  7.26;  8.85; 12.29; 15.18; 11.82;  8.19;  5.49;  2.42;  1.12;  0.19;  0.09;  0.00;  0.00;  0.00;
1990;28;  0.84;  1.49;  2.89;  4.28;  5.68;  5.40;  6.15;  7.17;  8.85; 10.43; 15.08; 12.38;  8.29;  5.40;  3.72;  1.21;  0.65;  0.09;  0.00;  0.00;  0.00;
1990;29;  1.12;  1.58;  1.58;  4.28;  5.68;  6.80;  5.96;  7.54;  9.03; 10.06; 13.69; 11.64;  9.40;  5.40;  3.63;  1.96;  0.56;  0.09;  0.00;  0.00;  0.00;
1990;30;  1.02;  1.40;  2.05;  3.91;  5.59;  7.54;  5.68;  6.80;  9.78;  9.40; 12.94; 11.82; 10.52;  5.12;  3.45;  2.14;  0.84;  0.00;  0.00;  0.00;  0.00;
1990;31;  1.40;  1.86;  1.77;  4.66;  5.21;  6.24;  7.64;  5.87;  9.03; 10.80; 13.41; 11.08;  9.12;  6.42;  3.26;  1.49;  0.47;  0.28;  0.00;  0.00;  0.00;
1990;32;  1.58;  1.40;  2.61;  4.47;  4.10;  7.08;  6.80;  6.33;  8.10; 10.80; 11.92; 12.48; 10.06;  6.61;  3.45;  1.58;  0.37;  0.28;  0.00;  0.00;  0.00;
1990;33;  1.49;  1.30;  2.23;  4.00;  4.10;  5.59;  7.45;  6.05;  8.57;  8.75; 11.73; 11.17; 12.01;  7.73;  4.19;  2.51;  0.65;  0.47;  0.00;  0.00;  0.00;
1990;34;  0.65;  1.30;  1.49;  3.45;  3.45;  5.68;  6.33;  7.08;  9.22;  8.85; 11.17; 11.64; 10.80;  8.38;  5.40;  2.79;  1.40;  0.65;  0.28;  0.00;  0.00;
1990;35;  0.09;  0.47;  0.84;  1.49;  2.89;  5.96;  6.80;  7.17;  9.87; 10.99; 11.45; 12.66; 12.38;  7.73;  4.56;  2.51;  1.49;  0.37;  0.09;  0.19;  0.00;
1990;36;  0.00;  0.00;  0.19;  0.37;  1.21;  3.07;  4.00;  9.22; 12.20; 11.82; 18.81; 13.59; 11.17;  6.24;  4.75;  2.14;  1.02;  0.00;  0.19;  0.00;  0.00;
1990;37;  0.00;  0.00;  0.09;  0.19;  1.02;  1.21;  4.10;  8.29; 11.55; 13.04; 22.72; 13.78; 12.20;  6.33;  2.98;  1.86;  0.56;  0.09;  0.00;  0.00;  0.00;
1990;38;  0.00;  0.00;  0.00;  0.47;  1.02;  2.79;  5.77;  9.59; 12.29; 14.99; 21.79; 14.53;  7.36;  5.77;  2.14;  1.02;  0.28;  0.19;  0.00;  0.00;  0.00;
1990;39;  0.00;  0.00;  0.00;  0.47;  1.77;  4.10;  9.59; 14.62; 17.32; 18.99; 13.97; 10.34;  4.93;  2.05;  1.30;  0.19;  0.19;  0.19;  0.00;  0.00;  0.00;
1990;40;  0.00;  0.00;  0.09;  0.37;  1.77;  6.70; 11.55; 18.99; 22.72; 17.13; 10.99;  4.56;  2.98;  1.40;  0.37;  0.19;  0.09;  0.09;  0.00;  0.00;  0.00;
1990;41;  0.00;  0.00;  0.00;  1.21;  3.17;  9.31; 15.08; 23.18; 21.97; 14.99;  6.80;  2.79;  0.74;  0.47;  0.00;  0.19;  0.09;  0.00;  0.00;  0.00;  0.00;
1990;42;  0.00;  0.00;  0.19;  0.84;  3.17; 10.80; 19.65; 25.61; 18.44; 13.69;  5.03;  1.77;  0.56;  0.19;  0.00;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;43;  0.00;  0.00;  0.09;  0.47;  1.58;  9.87; 23.84; 24.86; 20.02; 12.38;  4.47;  1.68;  0.56;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;44;  0.00;  0.00;  0.00;  0.84;  6.42; 16.85; 25.42; 20.86; 16.57;  8.19;  2.79;  1.86;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;45;  0.00;  0.00;  0.74;  5.87; 16.95; 23.18; 21.51; 14.25; 10.34;  3.91;  2.70;  0.56;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;46;  0.00;  0.37;  3.35; 12.76; 21.60; 23.74; 16.95;  9.96;  7.08;  2.33;  1.68;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;47;  0.09;  0.47;  3.26; 13.78; 23.46; 23.28; 16.48; 10.80;  5.40;  1.96;  0.93;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;48;  0.00;  0.47;  3.07; 11.55; 23.09; 22.53; 17.78; 11.45;  6.15;  2.79;  1.02;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;49;  0.00;  0.56;  5.12; 14.43; 21.42; 20.86; 16.67; 10.71;  6.42;  2.61;  1.12;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;50;  0.00;  2.23;  8.19; 18.34; 18.44; 20.58; 14.53;  8.85;  5.31;  1.86;  1.21;  0.47;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;51;  0.28;  2.98;  9.03; 16.85; 19.74; 19.27; 13.87;  8.66;  4.75;  2.79;  1.68;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1990;52;  0.09;  3.54;  7.54; 15.36; 18.99; 19.18; 13.04;  9.12;  6.61;  3.54;  2.79;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991; 1;  0.00;  1.49;  6.89; 13.41; 17.32; 16.85; 15.64; 10.71;  8.47;  3.63;  5.12;  0.47;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991; 2;  0.00;  0.09;  2.79;  8.29; 15.08; 19.46; 18.99; 13.50;  6.98;  6.98;  6.42;  1.40;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991; 3;  0.00;  0.09;  0.37;  2.23;  8.66; 15.27; 21.04; 17.50; 13.69;  9.12;  6.70;  4.10;  1.12;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991; 4;  0.00;  0.00;  0.09;  0.74;  7.08; 10.52; 17.50; 22.44; 18.25; 11.36;  5.59;  4.10;  1.96;  0.28;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991; 5;  0.00;  0.00;  0.09;  0.84;  6.42; 12.48; 16.95; 24.49; 18.90;  9.12;  5.49;  3.26;  1.68;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991; 6;  0.00;  0.00;  0.09;  0.74;  5.21; 11.92; 18.34; 21.42; 18.53; 12.76;  6.24;  3.54;  0.93;  0.28;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991; 7;  0.00;  0.00;  0.19;  0.28;  5.77; 12.94; 17.60; 20.76; 17.97; 12.20;  8.01;  3.07;  1.12;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991; 8;  0.00;  0.09;  0.09;  2.14;  9.03; 14.25; 18.53; 18.06; 17.32; 10.15;  5.77;  3.45;  1.02;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991; 9;  0.00;  0.09;  0.74;  3.07;  7.73; 16.01; 20.95; 20.48; 15.27;  7.82;  5.03;  1.86;  0.84;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;10;  0.00;  0.28;  0.93;  4.10;  9.50; 16.11; 22.91; 20.67; 14.53;  6.70;  2.89;  1.02;  0.37;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;11;  0.00;  0.09;  0.47;  3.91;  8.75; 18.62; 21.51; 22.16; 16.01;  5.59;  1.86;  0.74;  0.19;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;12;  0.00;  0.00;  0.00;  2.61;  7.73; 17.78; 23.37; 21.60; 15.55;  6.98;  3.17;  0.74;  0.37;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;13;  0.00;  0.00;  0.09;  2.79;  8.29; 16.11; 24.12; 19.46; 15.08;  8.57;  3.26;  1.49;  0.56;  0.19;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;14;  0.00;  0.00;  0.47;  1.68;  7.64; 13.97; 22.44; 20.20; 14.34;  8.94;  6.80;  2.51;  0.65;  0.28;  0.00;  0.09;  0.00;  0.00;  0.00;  0.00;  0.00;
1991;15;  0.00;  0.09;  0.09;  1.58;  4.75; 11.73; 17.32; 20.39; 16.85; 10.61; 10.06;  4.10;  1.12;  1.21;  0.00;  0.00;  0.09;  0.00;  0.00;  0.00;  0.00;
1991;16;  0.00;  0.00;  0.09;  0.56;  2.98;  7.54; 13.04; 15.08; 16.85; 13.78; 16.95;  5.96;  4.38;  1.30;  1.02;  0.37;  0.00;  0.09;  0.00;  0.00;  0.00;
1991;17;  0.00;  0.00;  0.00;  0.00;  1.12;  3.35;  8.01; 12.66; 14.34; 15.18; 20.30; 10.89;  5.21;  3.72;  2.70;  1.68;  0.47;  0.28;  0.09;  0.00;  0.00;
1991;18;  0.00;  0.00;  0.00;  0.09;  0.37;  1.58;  4.19;  8.94; 10.89; 14.53; 25.61; 12.57;  7.91;  5.12;  2.89;  2.98;  1.40;  0.56;  0.28;  0.09;  0.00;
1991;19;  0.00;  0.00;  0.09;  0.09;  0.09;  1.40;  2.89;  7.26;  9.50; 11.64; 28.12; 12.48;  9.22;  6.24;  3.54;  4.00;  2.23;  0.74;  0.19;  0.19;  0.09;
1991;20;  0.00;  0.00;  0.09;  0.09;  0.47;  1.40;  5.21;  7.91; 11.64; 11.17; 24.39; 11.55;  8.29;  7.45;  4.38;  3.54;  1.30;  0.74;  0.19;  0.19;  0.00;
1991;21;  0.00;  0.00;  0.09;  0.00;  0.84;  1.86;  5.12;  9.78; 13.78; 13.50; 18.99; 10.06; 10.61;  7.73;  3.54;  2.14;  1.12;  0.56;  0.09;  0.19;  0.00;
1991;22;  0.00;  0.00;  0.00;  0.19;  0.65;  2.05;  4.00;  9.78; 14.15; 14.34; 16.01; 12.48; 10.89;  7.45;  3.63;  2.42;  0.93;  0.74;  0.19;  0.09;  0.00;
1991;23;  0.00;  0.00;  0.09;  0.00;  0.84;  1.86;  4.38;  8.01; 13.78; 17.04; 16.48; 13.87;  9.12;  7.36;  2.51;  2.05;  1.77;  0.56;  0.28;  0.00;  0.00;
